surname	firstname	music	nationality	birth	death
Chausson	Ernest	Viviane, Op.5	French	1855	1899
Chautagne	Marc	Joyeux Tintin	unknown	unknown	unknown
Chautagne	Marc	La veuve Malbrough	unknown	unknown	unknown
Chauvain	G.	Lola-galop	unknown	unknown	unknown
Chauvet	Alexis	20 Célèbres pièces	French	1837	1871
Chauvet	Alexis	15 Études	French	1837	1871
Chauvet	Alexis	5 Feuillets d'album	French	1837	1871
Chauvet	Alexis	4 Morceaux de genre	French	1837	1871
Chauvet	Alexis	9 Offertoires pour l'Avent et la veille de Noël	French	1837	1871
Chauvet	Alexis	2 Pièces	French	1837	1871
Chauvet	Alexis	6 Pieces	French	1837	1871
Chauvet	Alexis	L'Inconstance (Chauvigny)	French	1837	1871
Chauvin	Yannick	Messe de Gif	unknown	unknown	unknown
Chauvirey	A.	Espère!	unknown	unknown	unknown
Chauvon	François	Le tendre solitaire	French	unknown	unknown
Chavagnat	Edouard	Les ailes, Op.166	unknown	unknown	unknown
Chavagnat	Edouard	Alla picciola, Op.186	unknown	unknown	unknown
Chavagnat	Edouard	Arpa, Op.138	unknown	unknown	unknown
Chavagnat	Edouard	Au clair de la lune, Op.102	unknown	unknown	unknown
Chavagnat	Edouard	Au gré des vents, Op.159	unknown	unknown	unknown
Chavagnat	Edouard	Aubade, Op.176	unknown	unknown	unknown
Chavagnat	Edouard	Avril	unknown	unknown	unknown
Chavagnat	Edouard	Bal champêtre	unknown	unknown	unknown
Chavagnat	Edouard	Ballet des nymphes, Op.182	unknown	unknown	unknown
Chavagnat	Edouard	Le bon vieux temps, Op.181	unknown	unknown	unknown
Chavagnat	Edouard	Canzonetta, Op.100	unknown	unknown	unknown
Chavagnat	Edouard	Caprice-ballet, Op.137	unknown	unknown	unknown
Chavagnat	Edouard	Capricietto, Op.175	unknown	unknown	unknown
Chavagnat	Edouard	Le capriciose, Op.142	unknown	unknown	unknown
Chavagnat	Edouard	Chansons de l'aïeule, Op.199	unknown	unknown	unknown
Chavagnat	Edouard	La chute des étoiles	unknown	unknown	unknown
Chavagnat	Edouard	Concert du petit pâtre, Op.155	unknown	unknown	unknown
Chavagnat	Edouard	Course fantastique, Op.174	unknown	unknown	unknown
Chavagnat	Edouard	Dans un rêve, Op.161	unknown	unknown	unknown
Chavagnat	Edouard	Danse d'almées	unknown	unknown	unknown
Chavagnat	Edouard	Les débuts de Fanfan, Op.225	unknown	unknown	unknown
Chavagnat	Edouard	Élégie	unknown	unknown	unknown
Chavagnat	Edouard	Les elfes, Op.203	unknown	unknown	unknown
Chavagnat	Edouard	Les épousailles, Op.157	unknown	unknown	unknown
Chavagnat	Edouard	Esprit des rêves, Op.184	unknown	unknown	unknown
Chavagnat	Edouard	Étoile du matin, Op.201	unknown	unknown	unknown
Chavagnat	Edouard	Étoile du soir, Op.171	unknown	unknown	unknown
Chavagnat	Edouard	12 Études-caprices	unknown	unknown	unknown
Chavagnat	Edouard	3 Études-valses	unknown	unknown	unknown
Chavagnat	Edouard	Fantaisie mauresque, Op.117	unknown	unknown	unknown
Chavagnat	Edouard	Fantaisie orientale, Op.150	unknown	unknown	unknown
Chavagnat	Edouard	Les fileuses, Op.208	unknown	unknown	unknown
Chavagnat	Edouard	Grande fantaisie, Op.152	unknown	unknown	unknown
Chavagnat	Edouard	Graziosa, Op.151	unknown	unknown	unknown
Chavagnat	Edouard	Histoire d'une marionnette, Op.145	unknown	unknown	unknown
Chavagnat	Edouard	Impromptu No.1, Op.164	unknown	unknown	unknown
Chavagnat	Edouard	Matutina, Op.222	unknown	unknown	unknown
Chavagnat	Edouard	Méditation et scherzo, Op.101	unknown	unknown	unknown
Chavagnat	Edouard	2 Mélodies expressives, Op.158	unknown	unknown	unknown
Chavagnat	Edouard	Les minuscules, Op.185	unknown	unknown	unknown
Chavagnat	Edouard	Les naïades	unknown	unknown	unknown
Chavagnat	Edouard	Les noces de Pierrot	unknown	unknown	unknown
Chavagnat	Edouard	Nuit de mai, Op.143	unknown	unknown	unknown
Chavagnat	Edouard	Orient, Op.215	unknown	unknown	unknown
Chavagnat	Edouard	Ouistiti, Op.202	unknown	unknown	unknown
Chavagnat	Edouard	Pensées fugitives, Op.130	unknown	unknown	unknown
Chavagnat	Edouard	Petites choses, Op.217	unknown	unknown	unknown
Chavagnat	Edouard	Les petits clowns, Op.221	unknown	unknown	unknown
Chavagnat	Edouard	3 Pièces pour piano	unknown	unknown	unknown
Chavagnat	Edouard	Pour passer le temps, Op.204	unknown	unknown	unknown
Chavagnat	Edouard	Les présentations, Op.156	unknown	unknown	unknown
Chavagnat	Edouard	Pupazzi, Op.153	unknown	unknown	unknown
Chavagnat	Edouard	Pupazzi, Op.168	unknown	unknown	unknown
Chavagnat	Edouard	Réception à la cour	unknown	unknown	unknown
Chavagnat	Edouard	Le renouveau, Op.170	unknown	unknown	unknown
Chavagnat	Edouard	Le repos du dimanche	unknown	unknown	unknown
Chavagnat	Edouard	Rêverie du soir, Op.136	unknown	unknown	unknown
Chavagnat	Edouard	Le rire, Op.210	unknown	unknown	unknown
Chavagnat	Edouard	Romanza, Op.99	unknown	unknown	unknown
Chavagnat	Edouard	Sans souci	unknown	unknown	unknown
Chavagnat	Edouard	Les souris et les chats, Op.149	unknown	unknown	unknown
Chavagnat	Edouard	Souvenir d'Antan, Op.1	unknown	unknown	unknown
Chavagnat	Edouard	Valse des follets	unknown	unknown	unknown
Chavagnat	Edouard	Valse-ballet, Op.165	unknown	unknown	unknown
Chavagnat	Edouard	Venezia, Op.219	unknown	unknown	unknown
Chavagnat	Edouard	Vieilles chansons	unknown	unknown	unknown
Chavaneau	Emmanuel	Adagio for Strings	unknown	unknown	unknown
Chavaneau	Emmanuel	Ainulindalë	unknown	unknown	unknown
Chavaneau	Emmanuel	Balbec Stories	unknown	unknown	unknown
Chavaneau	Emmanuel	Cantate	unknown	unknown	unknown
Chavaneau	Emmanuel	Concertino	unknown	unknown	unknown
Chavaneau	Emmanuel	Duo for Oboe and Theremin	unknown	unknown	unknown
Chavaneau	Emmanuel	Elégie for Theremin and Piano	unknown	unknown	unknown
Chavaneau	Emmanuel	Fonte Aretusa	unknown	unknown	unknown
Chavaneau	Emmanuel	I would prefer not to	unknown	unknown	unknown
Chavaneau	Emmanuel	Klezmer Suite	unknown	unknown	unknown
Chavaneau	Emmanuel	Liv	unknown	unknown	unknown
Chavaneau	Emmanuel	La Loire	unknown	unknown	unknown
Chavaneau	Emmanuel	Nascita di Venere	unknown	unknown	unknown
Chavaneau	Emmanuel	Oboe Quartet	unknown	unknown	unknown
Chavaneau	Emmanuel	Paliouchka Polya	unknown	unknown	unknown
Chavaneau	Emmanuel	Piano Quintet	unknown	unknown	unknown
Chavaneau	Emmanuel	Preludes and Fugues	unknown	unknown	unknown
Chavaneau	Emmanuel	Souvenirs de Nanteuil	unknown	unknown	unknown
Chavaneau	Emmanuel	Theremin Quintet	unknown	unknown	unknown
Chazottes	Louis	La Polkinette	unknown	unknown	unknown
Chelazzi	Pilade	Reminiscenze di 'La Bohème', Op.112	unknown	unknown	unknown
Chelius	Oscar von	Haschisch	unknown	unknown	unknown
Chelleri	Fortunato	Dio sul Sinai	German	1690	1757
Chelleri	Fortunato	Keyboard Sonata in B-flat major	German	1690	1757
Chelleri	Fortunato	Ouverture in E minor	German	1690	1757
Chelleri	Fortunato	Sinfonia in A major	German	1690	1757
Chelleri	Fortunato	Trio Sonata in G major	German	1690	1757
Chelleri	Fortunato	Trio Sonata in G minor	German	1690	1757
Chelu	Caroline	Dans L'Infini	unknown	unknown	unknown
Chemberdzhi	Nikolai	3 Pieces	unknown	1903	1941
Chemijewski	Wojtek	Lemko and Ukrainian Songbook	unknown	unknown	unknown
Chen	Gang	The Golden Steel-Smelting Furnace	unknown	unknown	unknown
Chen	Gang	Morning in Hmong Mountains	unknown	unknown	unknown
Chen	Hsin-Lei	Immaculate Snow	unknown	unknown	unknown
Chen	Hsin-Lei	Peony	unknown	unknown	unknown
Chen	Hsin-Lei	Perhaps Love	unknown	unknown	unknown
Chen	Hsin-Lei	Solar Wind	unknown	unknown	unknown
Chen	Jason	Chamber Sonata in F major, Op.1	unknown	unknown	unknown
Chen	Jason	Clarities, Op.3a	unknown	unknown	unknown
Chen	Jason	Concerto in E minor, Op.2	unknown	unknown	unknown
Chen	Jason	Summer, Op.4	unknown	unknown	unknown
Chen	Jason	Untitled, Op.3b	unknown	unknown	unknown
Chen	Paul	Rallying Cry	unknown	unknown	unknown
Chen	Yihan	Changong Qu, CYH 086	unknown	unknown	unknown
Chen	Yihan	The Eastern Pearl, CYH 084	unknown	unknown	unknown
Chen	Yihan	2 Fantasy Pieces, CYH 072	unknown	unknown	unknown
Chen	Yihan	Misty Songs, CYH 087	unknown	unknown	unknown
Chen	Yihan	Spirits, CYH 089	unknown	unknown	unknown
Chen	Yihan	When Beneath the Perceptible..., CYH 088	unknown	unknown	unknown
Chenet	Alfred	La Bostonaise	unknown	unknown	unknown
Chenet	Alfred	Rêve de la Cigale	unknown	unknown	unknown
Cheret	Pierre-Jacques	Matelot et mousse	unknown	unknown	unknown
Chernetsky	Semyon	The Arrival of the Red Army in Bucharest	unknown	1881	1941
Chernetsky	Semyon	The Arrival of the Red Army in Budapest	unknown	1881	1941
Chernetsky	Semyon	Birobidzhan March	unknown	1881	1941
Chernetsky	Semyon	Parade	unknown	1881	1941
Chernov	Mikhail	Les Fleurs, Op.1	unknown	1879	1938
Cherry	John William	Starlight Nell	unknown	unknown	unknown
Cherubini	Luigi	Les Abencérages	Italian	1760	1842
Cherubini	Luigi	Adjutor et susceptor meus	Italian	1760	1842
Cherubini	Luigi	Adjutor in opportunitatibus	Italian	1760	1842
Cherubini	Luigi	Adoremus in aeternum	Italian	1760	1842
Cherubini	Luigi	Ali Baba	Italian	1760	1842
Cherubini	Luigi	Alleluia O filii et filiae	Italian	1760	1842
Cherubini	Luigi	Anacréon	Italian	1760	1842
Cherubini	Luigi	Armida abbandonata	Italian	1760	1842
Cherubini	Luigi	Ave Maria	Italian	1760	1842
Cherubini	Luigi	Bayard à Mézières	Italian	1760	1842
Cherubini	Luigi	Capriccio in C major	Italian	1760	1842
Cherubini	Luigi	Chant republicain pour la fête du 10 août	Italian	1760	1842
Cherubini	Luigi	Chant sur la mort de Haydn	Italian	1760	1842
Cherubini	Luigi	Concert Overture	Italian	1760	1842
Cherubini	Luigi	Credo a 8 voci	Italian	1760	1842
Cherubini	Luigi	Démophoon	Italian	1760	1842
Cherubini	Luigi	Les deux journées	Italian	1760	1842
Cherubini	Luigi	Domine Dominus noster	Italian	1760	1842
Cherubini	Luigi	Ecce panis angelorum	Italian	1760	1842
Cherubini	Luigi	Eliza	Italian	1760	1842
Cherubini	Luigi	Emma (Boieldieu, François Adrien)	Italian	1760	1842
Cherubini	Luigi	Esto mihi in Deum protectorem	Italian	1760	1842
Cherubini	Luigi	Faniska	Italian	1760	1842
Cherubini	Luigi	L'hôtellerie portugaise	Italian	1760	1842
Cherubini	Luigi	Hymne à la Fraternité	Italian	1760	1842
Cherubini	Luigi	Ifigenia in Aulide	Italian	1760	1842
Cherubini	Luigi	In paradisum deducant te angeli	Italian	1760	1842
Cherubini	Luigi	Iste die observabilis est Domini	Italian	1760	1842
Cherubini	Luigi	Kyrie et Pater noster	Italian	1760	1842
Cherubini	Luigi	La Libertà a Nice	Italian	1760	1842
Cherubini	Luigi	Lodoïska	Italian	1760	1842
Cherubini	Luigi	Le mariage de Salomon	Italian	1760	1842
Cherubini	Luigi	Mass for the Coronation of Charles X	Italian	1760	1842
Cherubini	Luigi	Mass in C major	Italian	1760	1842
Cherubini	Luigi	Mass in F major	Italian	1760	1842
Cherubini	Luigi	Médée	Italian	1760	1842
Cherubini	Luigi	Missa solemnis in D minor	Italian	1760	1842
Cherubini	Luigi	Movement for String Quartet	Italian	1760	1842
Cherubini	Luigi	Ninfa crudel	Italian	1760	1842
Cherubini	Luigi	O fons amoris	Italian	1760	1842
Cherubini	Luigi	O salutaris hostia in B-flat major	Italian	1760	1842
Cherubini	Luigi	O salutaris hostia in D major	Italian	1760	1842
Cherubini	Luigi	O salutaris hostia in E-flat major	Italian	1760	1842
Cherubini	Luigi	O salutaris hostia No.1 in G major	Italian	1760	1842
Cherubini	Luigi	O salutaris hostia No.2 in G major	Italian	1760	1842
Cherubini	Luigi	Pater noster	Italian	1760	1842
Cherubini	Luigi	La prisonnière	Italian	1760	1842
Cherubini	Luigi	Regina coeli	Italian	1760	1842
Cherubini	Luigi	Requiem in C minor	Italian	1760	1842
Cherubini	Luigi	Requiem in D minor	Italian	1760	1842
Cherubini	Luigi	Sancta Maria	Italian	1760	1842
Cherubini	Luigi	Souvenir	Italian	1760	1842
Cherubini	Luigi	String Quartet No.1	Italian	1760	1842
Cherubini	Luigi	String Quartet No.2	Italian	1760	1842
Cherubini	Luigi	String Quartet No.3	Italian	1760	1842
Cherubini	Luigi	String Quartet No.4	Italian	1760	1842
Cherubini	Luigi	String Quartet No.5	Italian	1760	1842
Cherubini	Luigi	String Quartet No.6	Italian	1760	1842
Cherubini	Luigi	String Quintet in E minor	Italian	1760	1842
Cherubini	Luigi	Symphony in D major	Italian	1760	1842
Cherubini	Luigi	Tantum ergo in A minor	Italian	1760	1842
Cherubini	Luigi	Tantum ergo in B-flat major	Italian	1760	1842
Cherubini	Luigi	Udite lacrimosi spiriti d'averno	Italian	1760	1842
Chesham	Edward Mills	The Longshoreman	unknown	unknown	unknown
Chesham	Edward Mills	Organist A'Playin'	unknown	unknown	unknown
Chesham	Edward Mills	Soldier Jim	unknown	unknown	unknown
Cheshire	John	Believe Me if all those Endearing Young Charms	unknown	unknown	unknown
Chesneau	Carl	Adalhami	unknown	unknown	unknown
Chesneau	Carl	Amina, Op.94	unknown	unknown	unknown
Chesneau	Carl	Bacchanale	unknown	unknown	unknown
Chesneau	Carl	Bahoudia	unknown	unknown	unknown
Chesneau	Carl	Blanche, Op.19	unknown	unknown	unknown
Chesneau	Carl	Les bords du Rhin, Op.57	unknown	unknown	unknown
Chesneau	Carl	Brise de mai, Op.87	unknown	unknown	unknown
Chesneau	Carl	Catarina, Op.14	unknown	unknown	unknown
Chesneau	Carl	Clochettes et grelots, Op.56	unknown	unknown	unknown
Chesneau	Carl	Danse d'étoiles	unknown	unknown	unknown
Chesneau	Carl	Le défilé, Op.16	unknown	unknown	unknown
Chesneau	Carl	Diane de Poitiers	unknown	unknown	unknown
Chesneau	Carl	Diavolinette, Op.65	unknown	unknown	unknown
Chesneau	Carl	La Dwina, Op.89	unknown	unknown	unknown
Chesneau	Carl	En avant!, Op.98	unknown	unknown	unknown
Chesneau	Carl	En poste, Op.26	unknown	unknown	unknown
Chesneau	Carl	La fanfare, Op.12	unknown	unknown	unknown
Chesneau	Carl	La farandole	unknown	unknown	unknown
Chesneau	Carl	Les gardes françaises	unknown	unknown	unknown
Chesneau	Carl	Isabelle de Bourbon, Op.74	unknown	unknown	unknown
Chesneau	Carl	Jeanne-Marie, Op.18	unknown	unknown	unknown
Chesneau	Carl	La jolie créole, Op.23	unknown	unknown	unknown
Chesneau	Carl	La jolie mexicaine, Op.17	unknown	unknown	unknown
Chesneau	Carl	Les Kosaks de l'Ukraine	unknown	unknown	unknown
Chesneau	Carl	Léonora, Op.11	unknown	unknown	unknown
Chesneau	Carl	Lucie, Op.20	unknown	unknown	unknown
Chesneau	Carl	Magenta	unknown	unknown	unknown
Chesneau	Carl	Marche funèbre	unknown	unknown	unknown
Chesneau	Carl	Marche royale de Chypre	unknown	unknown	unknown
Chesneau	Carl	Mignonnette, Op.61	unknown	unknown	unknown
Chesneau	Carl	La Morena	unknown	unknown	unknown
Chesneau	Carl	La napolitaine, Op.27	unknown	unknown	unknown
Chesneau	Carl	L'orientale	unknown	unknown	unknown
Chesneau	Carl	Pervenche, Op.55	unknown	unknown	unknown
Chesneau	Carl	La prière au couvent	unknown	unknown	unknown
Chesneau	Carl	Princesse Maria, Op.78	unknown	unknown	unknown
Chesneau	Carl	Ronde des archers	unknown	unknown	unknown
Chesneau	Carl	Rose des Alpes, Op.31	unknown	unknown	unknown
Chesneau	Carl	Souvenez-vous, Op.54	unknown	unknown	unknown
Chesneau	Carl	Spéranza, Op.62	unknown	unknown	unknown
Chesneau	Carl	Sultana, Op.72	unknown	unknown	unknown
Chesneau	Carl	Sur la glace, Op.82	unknown	unknown	unknown
Chesneau	Carl	Tenerezza, Op.87	unknown	unknown	unknown
Chesneau	Carl	Vasco de Gama	unknown	unknown	unknown
Chesneau	Carl	Zara	unknown	unknown	unknown
Chesnet	René	Allegro	unknown	unknown	unknown
Chesnet	René	Etude à 2 pianos	unknown	unknown	unknown
Chesnet	René	Impromptu, Op.11	unknown	unknown	unknown
Chesnet	René	Piano Concerto, Op.13	unknown	unknown	unknown
Chesnet	René	Scènes maritimes, Op.12	unknown	unknown	unknown
Chesnet	René	Sérénade	unknown	unknown	unknown
Chesnokov	Aleksandr	6 Morceaux, Op.6	unknown	unknown	unknown
Chesnokov	Aleksandr	4 Pieces for Cello and Piano, Op.11	unknown	unknown	unknown
Chesnokov	Aleksandr	3 Préludes, Op.2	unknown	unknown	unknown
Chesnokov	Aleksandr	Suite 'Esquisses du Jour', Op.7	unknown	unknown	unknown
Chesnokov	Aleksandr	Variations on Korobotchka, Op.4	unknown	unknown	unknown
Chesnokov	Pavel	All-night Vigil, Op.44	Russian	1877	1944
Chesnokov	Pavel	10 Choral Pieces, Op.27	Russian	1877	1944
Chesnokov	Pavel	4 Choral Pieces, Op.48	Russian	1877	1944
Chesnokov	Pavel	6 Choruses, Op.14	Russian	1877	1944
Chesnokov	Pavel	3 Choruses, Op.31	Russian	1877	1944
Chesnokov	Pavel	3 Choruses, Op.35	Russian	1877	1944
Chesnokov	Pavel	10 Communion Hymns	Russian	1877	1944
Chesnokov	Pavel	Divine Liturgy of St. John Chrysostom, Op.42	Russian	1877	1944
Chesnokov	Pavel	Liturgy of the Presanctified Gifts, Op.24	Russian	1877	1944
Chesnokov	Pavel	7 Romances, Op.1	Russian	1877	1944
Chesnokov	Pavel	Russian Orthodox Service, Op. 40, No. 2	Russian	1877	1944
Chester	Pauline	Milly	unknown	unknown	unknown
Chetham	John	A Book of Psalmody	unknown	unknown	unknown
Chetham	John	Fantasias for 3 Viols (Chetwoode)	unknown	unknown	unknown
Chevaillier	Lucien	Berceuse, Op.65	French	1883	1932
Chevaillier	Lucien	Impromptu	French	1883	1932
Chevaillier	Lucien	Noël	French	1883	1932
Chevaillier	Lucien	Piano Sonata No.1, Op.26	French	1883	1932
Chevaillier	Lucien	Pièces brèves, 1ère série, Op.39	French	1883	1932
Chevalet	Albert	L'armée territoriale, Op.4	unknown	unknown	unknown
Chevalet	Albert	Au pied levé, Op.1	unknown	unknown	unknown
Chevalet	Albert	Caprice, Op.2	unknown	unknown	unknown
Chevalet	Albert	Commérages, Op.5	unknown	unknown	unknown
Chevalet	Albert	En vacances, Op.8	unknown	unknown	unknown
Chevalet	Albert	L'événement, Op.3	unknown	unknown	unknown
Chevalet	Albert	Mazurka caractéristique, Op.9	unknown	unknown	unknown
Chevalet	Albert	Pochade, Op.10	unknown	unknown	unknown
Chevalet	Albert	Premier sommeil, Op.7	unknown	unknown	unknown
Chevalet	Albert	Soir et matin, Op.6	unknown	unknown	unknown
Chevalier	Albert	The Future Mrs 'Awkins	unknown	1861	1911
Chevallier	Germain	Appassionato	unknown	unknown	unknown
Chevallier	Germain	Mélodie	unknown	unknown	unknown
Chevallier	Germain	Rondo	unknown	unknown	unknown
Chevallier	Germain	Sérénade	unknown	unknown	unknown
Chevallier	Germain	Valse in B-flat minor	unknown	unknown	unknown
Chevallier	Germain	Valse lente	unknown	unknown	unknown
Chevallier	Heinrich	Reflexion, Op.47	unknown	unknown	unknown
Chevignard	Georges	Romance sans paroles	unknown	unknown	unknown
Chevillard	Alexandre	Adagio et finale	unknown	unknown	unknown
Chevillard	Alexandre	6 Melodies	unknown	unknown	unknown
Chevillard	Alexandre	Le Soir	unknown	unknown	unknown
Chevillard	Camille	Allegro, Op.18	French	1859	1923
Chevillard	Camille	Ballade symphonique, Op.6	French	1859	1923
Chevillard	Camille	Cello Sonata, Op.15	French	1859	1923
Chevillard	Camille	Fantaisie symphonique, Op.10	French	1859	1923
Chevillard	Camille	Feuillet d'album	French	1859	1923
Chevillard	Camille	Morceau de lecture à première vue	French	1859	1923
Chevillard	Camille	Piano Quintet, Op.1	French	1859	1923
Chevillard	Camille	Piano Trio, Op.3	French	1859	1923
Chevillard	Camille	4 Pieces for Viola and Piano, Op.4	French	1859	1923
Chevillard	Camille	String Quartet, Op.16	French	1859	1923
Chevillard	Camille	Thème et variations, Op.5	French	1859	1923
Chevillard	Camille	Violin Sonata, Op.8	French	1859	1923
Chevillard	Camille	Zacharie, Op.19	French	1859	1923
Chevrier	Valentine	Les belles de nuit	unknown	unknown	unknown
Chevrier	Valentine	Échos de Monplaisir	unknown	unknown	unknown
Chevrier	Valentine	Souvenir des Alpes	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Cello Sonata No.1 in C major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Cello Sonata No.1 in F major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Cello Sonata No.1 in G major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Cello Sonata No.2 in C major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Cello Sonata No.2 in F major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Cello Sonata No.2 in G major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Sonata for 2 Cellos in B-flat major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Sonata No.1 for 2 Cellos in C major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Sonata No.1 for 2 Cellos in F major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Sonata No.2 for 2 Cellos in C major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Sonata No.2 for 2 Cellos in F major	unknown	unknown	unknown
Chiabrano	Gaspare Giuseppe Gaetano	Sonata No.3 for 2 Cellos in G major	unknown	unknown	unknown
Chiampan	Torquato	Chantons l'amour infini	unknown	unknown	unknown
Chiapparelli	D.	6 Flute Sonatas	unknown	unknown	unknown
Chiarini	Pietro	March in D major, ULB Mus Ms 1223-32	Italian	1710	1765
Chiarini	Pietro	Sinfonia in D major	Italian	1710	1765
Chiarolanza	Giuseppe	Angelarosa!	unknown	unknown	unknown
Chiarolanza	Giuseppe	Il bello Arturo	unknown	unknown	unknown
Chiarolanza	Giuseppe	Bruna o bionda!	unknown	unknown	unknown
Chiarolanza	Giuseppe	'A femmena	unknown	unknown	unknown
Chiarolanza	Giuseppe	Nun me fa murì	unknown	unknown	unknown
Chiarolanza	Giuseppe	'O 'i lloco 'o pazzo	unknown	unknown	unknown
Chiarolanza	Giuseppe	'O chiavino	unknown	unknown	unknown
Chiarolanza	Giuseppe	'O llariulà!	unknown	unknown	unknown
Chiarolanza	Giuseppe	'A pazziella	unknown	unknown	unknown
Chiarolanza	Giuseppe	La scrittura	unknown	unknown	unknown
Chiarolanza	Giuseppe	Uh! che te voglio fa!	unknown	unknown	unknown
Chiarolanza	Giuseppe	L'uldema nuvità!	unknown	unknown	unknown
Chiarolanza	Giuseppe	Viene Ngiulì!	unknown	unknown	unknown
Chiaromonte	Francesco	Job	unknown	unknown	unknown
Chic	José Antonio	30 de diciembre	unknown	unknown	unknown
Chic	José Antonio	En mi ventana un castillo No.1	unknown	unknown	unknown
Chic	José Antonio	En mi ventana un castillo No.2	unknown	unknown	unknown
Chic	José Antonio	Escenas fantásticas para dos guitarras	unknown	unknown	unknown
Chic	José Antonio	Homenaje a Emilio Pujol	unknown	unknown	unknown
Chic	José Antonio	El lenguaje de las estrellas	unknown	unknown	unknown
Chic	José Antonio	El lenguaje del río	unknown	unknown	unknown
Chic	José Antonio	El lenguaje del viento	unknown	unknown	unknown
Chic	Léon	Air de féerie	unknown	unknown	unknown
Chic	Léon	Au fil de l'eau	unknown	unknown	unknown
Chic	Léon	L'echo	unknown	unknown	unknown
Chic	Léon	La falaise	unknown	unknown	unknown
Chic	Léon	Les folles brises	unknown	unknown	unknown
Chic	Léon	Les Iles d'or	unknown	unknown	unknown
Chic	Léon	Pavane Médicis	unknown	unknown	unknown
Chic	Léon	Les plages de l'océan	unknown	unknown	unknown
Chic	Léon	Polka des souvenirs	unknown	unknown	unknown
Chic	Léon	Polka du Rouet	unknown	unknown	unknown
Chic	Léon	Retraite militaire	unknown	unknown	unknown
Chic	Léon	St Raphaël en Provence	unknown	unknown	unknown
Chic	Léon	A travers champs	unknown	unknown	unknown
Chiesa	Cesare	Comunione	unknown	unknown	unknown
Chiesa	Cesare	Nenia di pastori	unknown	unknown	unknown
Chiesa	Cesare	Pange lingua	unknown	unknown	unknown
Chiesa	Cesare	Piccola marcia	unknown	unknown	unknown
Child	Ebenezer	The Sacred Musician	American	1770	1866
Child	William	O Lord, grant the King a long life	unknown	1606	1697
Chilese	Bastiano	Canzon vigesimaseconda à 5	unknown	unknown	unknown
Chilesotti	Oscar	Biblioteca di rartià musicali	unknown	unknown	unknown
Chilesotti	Oscar	Da un Codice Lauten-Buch del Cinquecento	unknown	unknown	unknown
Chilesotti	Oscar	Lautenspieler des XVI. Jahrhunderts	unknown	unknown	unknown
Chinelli	Giovanni Battista	Geistlicher Concerten und Harmonien, Theil 2 (Profe, Ambrosius)	unknown	unknown	unknown
Chinelli	Giovanni Battista	Geistlicher Concerten und Harmonien, Theil 3 (Profe, Ambrosius)	unknown	unknown	unknown
Chinzer	Giovanni	Flute Sonata in G major	unknown	unknown	unknown
Chinzer	Giovanni	6 Trio Sonatas	unknown	unknown	unknown
Chiodino	Giovanni Battista	Arte pratica latina et volgare di far contrappunto à mente	unknown	unknown	unknown
Chiostergi Paessler	Giuseppina	Terzetto nell'opera I Lombardi	unknown	unknown	unknown
Chiostri	Luigi	Gavotta, Op.16	unknown	1000	1847
Chiostri	Luigi	Polonaise, Op.23	unknown	1000	1847
Chipman	Edgar P.	Serenade, Op.5	unknown	unknown	unknown
Chipman	Edgar P.	Songs, Op.2	unknown	unknown	unknown
Chipp	Edmund Thomas	Dolente	unknown	1823	1886
Chipp	Edmund Thomas	Noami	unknown	1823	1886
Chipp	Thomas Paul	The Banks of Allan Water	unknown	unknown	unknown
Chipp	Thomas Paul	Hurrah for the bonnets of blue	unknown	unknown	unknown
Chipp	Thomas Paul	I Love but Thee	unknown	unknown	unknown
Chipp	Thomas Paul	The Last Rose of Summer with Variations	unknown	unknown	unknown
Chipp	Thomas Paul	Rousseau's Dream with Variations	unknown	unknown	unknown
Chipp	Thomas Paul	Variations on 'Cherry Ripe'	unknown	unknown	unknown
Chirichella	Francesco	Ninna nanna	unknown	unknown	unknown
Chirol	Antônio dos Santos	Lisoca	unknown	unknown	unknown
Chirol	Antônio dos Santos	Não há mais escravos	unknown	unknown	unknown
Chirol	Antônio dos Santos	Tango das moças solteiras	unknown	unknown	unknown
Chiroşcǎ	Bogdan	Impressions for Clarinet Solo	unknown	unknown	unknown
Chiroşcǎ	Bogdan	String Quartet	unknown	unknown	unknown
Chiroşcǎ	Bogdan	Woodwind Quintet	unknown	unknown	unknown
Chitchyan	Geghuni	Ballet Suit	Armenian	1929	2017
Chitchyan	Geghuni	Violin Concerto	Armenian	1929	2017
Chitchyan	Geghuni	Voice Concerto	Armenian	1929	2017
Chitty	Gina Ismene	The Exuberant Horse Rider	unknown	unknown	unknown
